time_iso,pair,side,price,size,net_pnl,maker
2025-11-05T20:35:36.083Z,HMSTR,B,0.000349,466664.00000000,-1.399992,T
2025-11-05T20:33:08.824Z,HMSTR,A,0.000346,116666.00000000,0.000000,T
2025-11-05T20:33:05.103Z,HMSTR,A,0.000346,116666.00000000,0.000000,T
2025-11-05T20:31:36.715Z,HMSTR,A,0.000346,116666.00000000,0.000000,T
2025-11-05T20:31:33.440Z,HMSTR,A,0.000346,116666.00000000,0.000000,T
2025-11-05T20:20:51.934Z,HMSTR,B,0.000348,3106037.00000000,-18.636222,T
2025-11-05T20:20:51.934Z,HMSTR,B,0.000348,668629.00000000,-4.011774,T
2025-11-05T20:20:51.934Z,HMSTR,B,0.000348,891974.00000000,-5.351844,T
2025-11-05T20:16:12.851Z,HMSTR,A,0.000347,116666.00000000,0.000000,T
2025-11-05T20:16:10.470Z,HMSTR,A,0.000347,116666.00000000,0.000000,T
2025-11-05T20:09:34.932Z,HMSTR,A,0.000345,116666.00000000,0.000000,T
2025-11-05T20:09:31.325Z,HMSTR,A,0.000345,116666.00000000,0.000000,T
2025-11-05T20:08:04.533Z,HMSTR,A,0.000345,116666.00000000,0.000000,T
2025-11-05T20:08:00.962Z,HMSTR,A,0.000345,116666.00000000,0.000000,T
2025-11-05T20:06:29.200Z,HMSTR,A,0.000345,116666.00000000,0.000000,T
2025-11-05T20:06:25.228Z,HMSTR,A,0.000345,116666.00000000,0.000000,T
2025-11-05T20:04:32.656Z,HMSTR,A,0.000345,116666.00000000,0.000000,T
2025-11-05T20:04:28.973Z,HMSTR,A,0.000345,116666.00000000,0.000000,T
2025-11-05T20:02:59.959Z,HMSTR,A,0.000346,116666.00000000,0.000000,T
2025-11-05T20:02:56.196Z,HMSTR,A,0.000346,116666.00000000,0.000000,T
2025-11-05T20:01:24.651Z,HMSTR,A,0.000342,116666.00000000,0.000000,T
2025-11-05T20:01:21.472Z,HMSTR,A,0.000342,116666.00000000,0.000000,T
2025-11-05T19:59:23.274Z,HMSTR,A,0.000341,116666.00000000,0.000000,T
2025-11-05T19:59:19.367Z,HMSTR,A,0.000340,116666.00000000,0.000000,T
2025-11-05T19:57:48.527Z,HMSTR,A,0.000341,116666.00000000,0.000000,T
2025-11-05T19:57:45.249Z,HMSTR,A,0.000340,116666.00000000,0.000000,T
2025-11-05T19:56:14.698Z,HMSTR,A,0.000342,116666.00000000,0.000000,T
2025-11-05T19:56:11.109Z,HMSTR,A,0.000342,116666.00000000,0.000000,T
2025-11-05T19:54:42.499Z,HMSTR,A,0.000342,116666.00000000,0.000000,T
2025-11-05T19:54:39.032Z,HMSTR,A,0.000342,116666.00000000,0.000000,T
2025-11-05T19:53:08.611Z,HMSTR,A,0.000341,116666.00000000,0.000000,T
2025-11-05T19:53:04.908Z,HMSTR,A,0.000341,116666.00000000,0.000000,T
2025-11-05T19:51:35.162Z,HMSTR,A,0.000341,116666.00000000,0.000000,T
2025-11-05T19:51:31.172Z,HMSTR,A,0.000341,116666.00000000,0.000000,T
2025-11-05T19:48:56.459Z,HMSTR,A,0.000341,116666.00000000,0.000000,T
2025-11-05T19:48:53.454Z,HMSTR,A,0.000341,116666.00000000,0.000000,T
2025-11-05T19:45:41.375Z,HMSTR,A,0.000346,116666.00000000,0.000000,T
2025-11-05T19:45:37.710Z,HMSTR,A,0.000346,116666.00000000,0.000000,T
2025-11-05T19:44:09.016Z,HMSTR,A,0.000341,73332.00000000,0.000000,T
2025-11-05T19:44:09.016Z,HMSTR,A,0.000342,43334.00000000,0.000000,T
2025-11-05T19:44:05.451Z,HMSTR,A,0.000342,116666.00000000,0.000000,T
2025-11-05T19:42:35.620Z,HMSTR,A,0.000339,73332.00000000,0.000000,T
2025-11-05T19:42:35.620Z,HMSTR,A,0.000339,43334.00000000,0.000000,T
2025-11-05T19:42:32.193Z,HMSTR,A,0.000339,116666.00000000,0.000000,T
2025-11-05T19:40:37.342Z,HMSTR,A,0.000337,116666.00000000,0.000000,T
2025-11-05T19:40:34.001Z,HMSTR,A,0.000337,116666.00000000,0.000000,T
2025-11-05T19:39:08.109Z,HMSTR,A,0.000337,116666.00000000,0.000000,T
2025-11-05T19:39:04.505Z,HMSTR,A,0.000337,116666.00000000,0.000000,T
2025-11-05T19:37:32.642Z,HMSTR,A,0.000337,116666.00000000,0.000000,T
2025-11-05T19:37:29.389Z,HMSTR,A,0.000337,116666.00000000,0.000000,T
2025-11-05T19:36:29.708Z,HMSTR,B,0.000337,3061732.00000000,6.123464,T
2025-11-05T19:36:29.708Z,HMSTR,B,0.000337,10130170.00000000,20.260340,T
2025-11-05T19:36:29.708Z,HMSTR,B,0.000337,208000.00000000,0.416000,T
2025-11-05T19:36:09.177Z,HMSTR,A,0.000336,116666.00000000,0.000000,T
2025-11-05T19:36:05.679Z,HMSTR,A,0.000336,116666.00000000,0.000000,T
2025-11-05T19:34:37.087Z,HMSTR,A,0.000334,116666.00000000,0.000000,T
2025-11-05T19:34:33.262Z,HMSTR,A,0.000334,116666.00000000,0.000000,T
2025-11-05T19:33:06.187Z,HMSTR,A,0.000336,116666.00000000,0.000000,T
2025-11-05T19:33:02.467Z,HMSTR,A,0.000336,116666.00000000,0.000000,T
2025-11-05T19:31:34.254Z,HMSTR,A,0.000335,116666.00000000,0.000000,T
2025-11-05T19:31:30.548Z,HMSTR,A,0.000335,116666.00000000,0.000000,T
2025-11-05T19:30:00.901Z,HMSTR,A,0.000335,116666.00000000,0.000000,T
2025-11-05T19:29:57.748Z,HMSTR,A,0.000335,116666.00000000,0.000000,T
2025-11-05T19:28:31.302Z,HMSTR,A,0.000335,73332.00000000,0.000000,T
2025-11-05T19:28:31.302Z,HMSTR,A,0.000335,43334.00000000,0.000000,T
2025-11-05T19:28:27.841Z,HMSTR,A,0.000335,116666.00000000,0.000000,T
2025-11-05T19:26:59.529Z,HMSTR,A,0.000336,116666.00000000,0.000000,T
2025-11-05T19:26:56.299Z,HMSTR,A,0.000336,116666.00000000,0.000000,T
2025-11-05T19:25:25.257Z,HMSTR,A,0.000334,116666.00000000,0.000000,T
