time_iso,pair,side,price,size,net_pnl,maker
2025-11-05T18:48:57.484Z,NOT,B,0.000676,50000.00000000,0.000000,T
2025-11-05T18:48:55.571Z,NOT,B,0.000675,50000.00000000,0.000000,T
2025-11-05T18:47:36.234Z,NOT,B,0.000674,50000.00000000,0.000000,T
2025-11-05T18:47:32.799Z,NOT,B,0.000674,50000.00000000,0.000000,T
2025-11-05T18:47:22.798Z,NOT,B,0.000674,50000.00000000,0.000000,T
2025-11-05T18:47:20.414Z,NOT,B,0.000674,50000.00000000,0.000000,T
2025-11-05T18:46:05.689Z,NOT,B,0.000674,50000.00000000,0.000000,T
2025-11-05T18:46:01.529Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:45:50.584Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:45:48.056Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:44:30.386Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:44:26.937Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:44:18.061Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:44:15.811Z,NOT,B,0.000672,50000.00000000,0.000000,T
2025-11-05T18:43:00.231Z,NOT,B,0.000672,50000.00000000,0.000000,T
2025-11-05T18:42:56.794Z,NOT,B,0.000672,50000.00000000,0.000000,T
2025-11-05T18:42:46.576Z,NOT,B,0.000672,50000.00000000,0.000000,T
2025-11-05T18:42:44.235Z,NOT,B,0.000672,50000.00000000,0.000000,T
2025-11-05T18:40:42.017Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:40:38.159Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:40:28.255Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:40:25.694Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:39:13.965Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:39:10.114Z,NOT,B,0.000673,50000.00000000,0.000000,T
2025-11-05T18:38:59.121Z,NOT,B,0.000672,50000.00000000,0.000000,T
2025-11-05T18:38:55.374Z,NOT,B,0.000672,50000.00000000,0.000000,T
2025-11-05T18:36:54.303Z,NOT,B,0.000673,28571.00000000,0.000000,T
2025-11-05T18:36:43.811Z,NOT,B,0.000673,28571.00000000,0.000000,T
2025-11-05T18:36:40.104Z,NOT,B,0.000673,28571.00000000,0.000000,T
2025-11-05T18:36:29.006Z,NOT,B,0.000672,28571.00000000,0.000000,T
2025-11-05T18:36:25.286Z,NOT,B,0.000672,28571.00000000,0.000000,T
2025-11-05T18:36:13.838Z,NOT,B,0.000672,28571.00000000,0.000000,T
