time_iso,pair,side,price,size,net_pnl,maker
2025-11-05T09:36:07.305Z,HYPE,A,40.365000,0.60000000,0.306300,T
2025-11-05T09:22:11.354Z,HYPE,A,40.231000,0.10000000,0.037650,T
2025-11-05T09:22:11.029Z,HYPE,A,40.231000,0.50000000,0.188250,T
2025-11-05T09:22:02.866Z,HYPE,A,40.223000,0.60000000,0.221100,T
2025-11-05T09:08:29.104Z,HYPE,A,40.408000,0.60000000,0.332100,T
2025-11-05T09:08:29.104Z,HYPE,A,40.399000,0.60000000,0.326700,T
2025-11-05T09:05:25.679Z,HYPE,A,40.200000,0.60000000,0.207300,T
2025-11-05T09:05:22.102Z,HYPE,A,40.192000,0.60000000,0.202500,T
2025-11-05T09:04:24.083Z,HYPE,A,40.093000,0.60000000,0.143100,T
2025-11-05T09:04:24.083Z,HYPE,A,40.085000,0.60000000,0.138300,T
2025-11-05T09:04:03.894Z,HYPE,A,39.973000,0.60000000,0.071100,T
2025-11-05T09:04:03.894Z,HYPE,A,39.965000,0.60000000,0.066300,T
2025-11-05T09:02:29.329Z,HYPE,B,39.720000,0.60000000,0.000000,T
2025-11-05T09:02:29.329Z,HYPE,B,39.728000,0.60000000,0.000000,T
2025-11-05T08:59:46.660Z,HYPE,A,39.970000,0.60000000,0.068220,T
